Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
Kif18a,0,1.2636223453,0,16.909688708,47.136813406
Kif18b,0,0,0,48.048822211,84.575588754
Kif20a,0,0,0,57.758784672,91.655183215
Kif20b,0,-4.938871881,0,45.801080297,72.424495152
Kif21a,0,6.3792812963,-6.64148595,-12.24350338,-18.15457286
Kif21b,14.561127613,0,0,0,24.040697999
Kif22,0,0,0,50.276351765,90.956902987
Kif23,0,-7.413844237,0,48.116175778,72.805327811
Kif26a,-7.609516157,-17.73953914,-28.86599426,0,-20.08295752
Kif26b,0,-12.17126594,-39.91932132,-25.2354767,-18.52892297
Kif27,0,0,0,0,-13.07181872
Kifap3,0,0,-9.816572699,0,-8.810607662
Kifc1,0,0,0,42.270928872,77.707388329
Kifc2,0,0,-32.88725423,-31.25435479,-22.38208682
Kifc3,15.527275212,0,0,0,0
Kifc5b,0,-10.96260002,0,42.050129435,76.309285843
Kirrel,0,-13.74508378,0,0,0
Kiss1,0,0,0,-14.72099776,-16.01677159
Kit,11.883541295,0.1031980233,-22.41307873,-24.57215297,-23.85870242
Kitl,0,0,-26.17688493,0,-17.04648145
Kiz,0,0,-14.79261262,0,-7.54312711
Klc1,-11.18628293,0,0,0,-7.08494111
Klc4,0,0,-13.94199144,0,0
Klf2,-26.7009589,0,0,0,0
Klf4,-32.07124678,0,0,0,0
Klf5,0,0,0,-13.69406456,-14.32654341
Klf6,0,22.445045636,21.20863612,0,0
Klf7,0,0,0,-9.879327604,-18.12556817
Klf9,0,4.3484140987,0,-29.5813901,-29.04305756
Klf10,-28.08213554,0,0,0,0
Klf11,0,0,0,0,-19.85773123
Klf12,0,0,-20.47984138,-9.849551608,-15.69769247
Klf13,12.852545318,0,0,0,0
Klf15,0,2.3986885067,-12.67817643,-35.37561342,-49.06229305
Klf16,-8.95518111,0,0,0,0
Klhdc1,0,0,-8.052564422,0,0
Klhdc7a,0,-12.66142581,0,0,0
Klhdc8a,0,0,33.162998705,34.91531436,0
Klhdc8b,9.5181530217,0,-35.93264652,-33.41368223,-13.00444193
Klhdc9,0,0,-9.47050932,0,0
Klhdc10,0,-5.844239462,5.84883166,14.440861627,16.407012033
Klhl5,12.23169771,0.125543824,0,0,-7.848190692
Klhl6,0,0,10.793182454,13.056526663,31.775254081
Klhl7,0,4.799231614,-5.201953812,0,-13.69219124
Klhl8,0,0,-17.42797206,-10.65237887,0
Klhl13,0,-4.573842566,-30.40770037,-18.26237447,0
Klhl15,0,-11.63131479,0,0,-0.433855562
Klhl17,0,-16.01110247,-18.12191854,-10.9905178,-9.363803723
Klhl18,-7.098904782,-10.29234598,0,0,0
Klhl21,0,-12.44965077,-12.93924054,-14.46051692,-13.77173452
Klhl23,0,8.8210205333,-11.66668651,0,0
Klhl24,0,-17.90273438,-42.38443994,-34.37243605,-26.15842395
Klhl25,0,15.086621751,21.087882767,20.816659754,23.731927083
Klhl26,0,0,0,0,-7.0891426
Klhl28,0,-8.346441153,0,0,0
Klhl29,0,0,0,-19.23050293,-28.97824045
Klhl36,0,-4.927106233,0,0,0
Klhl38,0,0,0,0,-7.906483286
Klhl42,0,-18.8791055,-8.188019554,0,0
Klk1,0,0,55.170096942,31.130907776,0
Klk1b3,0,7.3156356567,37.711258947,15.815934088,0
Klk1b4,0,0,31.493991136,13.632641302,0
Klk1b5,-44.93047137,13.628876975,49.031905494,28.658167736,0
Klk1b8,0,0,21.315484111,0,0
Klk1b11,0,0,18.235774266,0,0
Klk1b27,0,0,26.710517988,21.184294338,0
Klk8,0,0,-20.23124742,-15.0511992,0
Klk10,9.9987201633,0,0,0,0
Klk12,0,0,0,-23.02070558,0
Klra2,0,34.291942153,59.580711197,47.681830576,27.958653785
Klra3,0,0,12.603945928,0,0
Klra7,0,0,16.201072281,21.427512251,12.911378991
Klra8,0,0,10.505741848,0,0
Klra9,0,0,12.853883058,0,0
Klra10,0,0,7.9332464409,0,0
Klra12,0,0,0,22.902437439,0
Klra15,0,0,0,21.769675722,0
Klra16,9.5181530217,0,22.497041137,36.483912525,22.041391513
Klra17,11.417871252,13.064406111,33.255360493,24.756973619,0
Klra20,0,0,0,19.420589001,0
Klra22,0,0,0,19.510106824,0
Klra23,0,0,19.456729711,24.419749918,0
Klrb1f,0,9.27708806,18.756628185,0,17.536955617
Klrc1,0,15.681502839,31.613335233,31.180968113,72.934350212
Klrc2,0,0,0,0,57.056008491
Klrc3,0,0,19.472971508,0,66.113533767
Klrd1,28.100344442,0,0,0,43.488691584
Klre1,0,0,12.489887485,0,0
Klrg1,0,0,0,0,28.210288943
Klrk1,0,26.509917564,60.324669708,38.606156582,58.165846947
Kmo,0,9.5799720847,0,0,0
Kmt2c,0,0,0,-12.39025625,-9.829193628
Kmt2d,0,-21.61254142,0,0,0
Kmt2e,0,-17.77922622,-8.9032621,-14.22950715,-10.93256832
Kmt5a,0,0,0,12.741321987,15.454490108
Kmt5b,0,0,0,-12.06594415,-9.050827078
Kmt5c,0,0,0,-42.80422932,-64.1958146
Kndc1,0,0,0,0,-13.51392702
Kng1,0,0,0,47.12127371,21.789988304
Knl1,0,0,0,49.437862812,88.453621278
Knop1,-10.87136136,0,13.495287085,12.485412198,0
Knstrn,0,0,0,42.545897038,82.548623347
Kntc1,0,-10.84741681,0,43.744520558,75.136817457
Kpna2,0,0,0,23.274529903,43.636165129
Kpna3,0,10.452075341,22.257879635,21.831142886,23.766790778
Kpna4,-16.0651562,26.141835562,15.273130661,0,0
Kpnb1,0,1.8299196295,0,0,11.648630748
Kras,-26.57561965,-0.643115245,0,0,0
Krba1,0,-7.002500142,-11.48843401,-13.61290803,-12.68078687
Krcc1,11.810781827,0,0,0,0
Kremen1,0,0,0,-6.283964455,-8.022461301
Kremen2,0,0,0,0,36.75981461
Krr1,0,0,-12.78803515,-9.659471028,-13.34991933
Krt5,-15.43409948,0,0,0,0
Krt7,0,0,14.952086767,10.949351927,0
Krt8,0,0,20.077586936,33.438087003,0
Krt18,0,0,15.137085127,21.178171218,0
Krt19,8.95518111,0,0,14.384460091,0
Krt23,-10.08353198,-31.69446375,-34.73514197,-37.60686923,-43.56425928
Krt79,0,0,0,0,-40.36476092
Krt85,0,0,31.587714798,28.458034475,0
Krt86,10.494721155,0,0,0,0
Krt87,11.417871252,0,0,0,0
Krtap3-1,-11.44327113,0,0,0,0
Krtap16-3,2.262365705,0,0,0,0
Krtap17-1,0,-36.31420666,-25.96413226,0,0
Ksr1,-12.55984768,0,0,0,0
Ktn1,7.0989047817,0,0,0,-8.94359109
Kyat1,0,-6.617468317,-11.81574724,-16.08985893,-17.65570531
Kynu,0,0,0,0,11.504011603
L2hgdh,-8.09619576,-0.885649932,-8.512339968,0,0
L3hypdh,0,-14.75682235,-18.7430873,0,0
L3mbtl3,0,0,-8.975594243,0,0
Lacc1,0,16.283112313,38.145775684,30.25747329,26.032391307
Lactb,3.2743765833,0,0,10.616547191,16.016926747
Lactb2,0,-10.11716827,0,0,0
Lag3,0,10.442549927,57.729043984,27.76996234,53.277884876
Lair1,16.076653483,2.2992020693,47.349835936,68.922818292,51.692013697
Lama1,0,0,0,39.334998451,46.104793571
Lama2,0,0,-19.25324313,0,0
Lama3,10.03774191,-8.017007821,-44.97832387,-30.35559569,0
Lama4,0,-9.687829826,-8.684509517,0,0
Lamb1,-12.23169771,0,0,0,0
Lamb2,0,0,-15.82804129,0,0
Lamb3,-12.04694196,0,0,0,0
Lamc2,14.452036582,0,9.7214061495,19.760699578,21.932942587
Lamp2,-8.572506258,1.7645004787,13.236740078,0,0
Lamp3,-10.90208186,-30.05666174,-36.50614057,-40.458736,-23.9697902
Lancl1,0,-8.386703473,-7.451273573,0,0
Lancl3,0,0,0,0,35.728468387
Lap3,0,12.141394354,34.268163323,31.689120783,17.075520509
Laptm4b,0,0,0,0,-11.21092686
Laptm5,15.26615006,0,11.770526853,19.804437712,34.433617913
Large1,0,-14.94858841,0,0,0
Larp1,0,27.976813537,24.205241785,9.9343339907,0
Larp4,-8.746946775,2.480857388,0,0,0
Larp7,11.676895627,0,0,0,12.787896606
Lars,0,17.029045955,0,0,0
Lasp1,13.549486037,-1.901784667,12.702652634,14.296669466,11.514267951
Lat,0,0,0,0,78.003675911
Lat2,0,0,24.771711877,34.545277356,28.693876585
Lats1,0,12.196309632,0,0,0
Lats2,0,1.3127720907,0,0,-15.22252799
Lax1,0,0,0,0,40.863973184
Lbh,0,-15.9244097,-19.39197077,0,0
Lbp,0,0,15.76902836,0,0
Lbr,0,0,0,0,9.5504468234
Lbx2,0,0,-8.778109899,-9.163474836,-10.81810546
Lca5,0,5.7823908683,0,0,0
Lcat,0,0,15.270338449,0,0
Lck,0,0,0,0,74.003963891
Lclat1,0,-11.15676483,-21.6876607,0,0
Lcn2,0,0,54.496679615,71.076782318,39.996536575
Lcor,0,0,0,0,-8.14291023
Lcp1,9.9987201633,9.6340409267,0,0,36.978453289
Lcp2,0,20.8037183,44.428611158,34.35718303,43.124880377
Lctl,0,0,0,0,-35.57954831
Ldb1,0,0,-9.924053815,0,0
Ldb2,9.56524068,0,-13.97708609,0,-13.41697946
Ldb3,-24.7244107,0,0,0,-20.22145838
Ldha,0,0,0,0,13.625965224
Ldhal6b,0,-8.738671187,0,0,0
Ldhb,-15.10209013,-13.10489324,-32.03509878,-27.15860392,-24.0503938
Ldhd,0,0,0,0,-13.85653267
Ldlr,0,0,12.230867328,0,0
Ldlrad3,0,2.906560324,-2.361418975,0,0
Ldlrad4,0,0,-9.94743855,-9.310903501,0
Lef1,0,-18.15130646,-12.74992291,-19.95364442,0
Lefty1,0,-12.32023355,-16.8515679,0,0
Lemd3,0,9.34793325,0,0,0
Lenep,-13.31799101,0,0,0,0
Leng1,-11.8835413,0,0,0,0
Leng8,0,-23.30283861,0,-11.82886546,-8.785146233
Leo1,0,0,14.030160267,14.588820647,17.008861067
Lepr,0,5.9741493867,-12.22086307,-23.39119947,-38.26854098
Leprotl1,13.192960237,8.2344069707,19.178683586,15.633579216,32.146300741
Letm2,0,0,-9.685003166,-16.04642906,-13.29774719
Lfng,-1.0825608,0,0,0,0
Lgals1,0,0,0,25.041465719,47.352529507
Lgals3,0,0,28.799898004,34.671006984,13.463957009
Lgals3bp,0,41.151356245,75.496127514,74.019472825,39.444705259
Lgals4,0,0,-7.868142879,-10.18402317,-8.728554428
Lgals7,0,0,-12.03832018,1.9514869432,11.561809901
Lgals8,0,19.488592465,40.077804793,10.042308166,0
Lgals9,10.03774191,42.865390459,74.837306675,44.746207731,0
Lgals12,0,0,0,-13.4429325,-20.57130486
Lgi2,0,25.609113629,7.1325035232,12.840106183,13.684976828
Lgi3,0,-56.74068548,-55.43315377,-64.02525934,-44.64193835
Lgmn,0,0,30.438919735,48.200047408,34.898676226
Lgr4,0,0.1387959833,0,0,0
Lgr6,-9.998720163,0,0,0,0
Lhfpl2,0,15.282047357,15.073618773,24.059407673,23.2523099
Lhpp,0,-11.86867546,0,0,0
Lhx2,0,28.811947881,70.074853388,31.948104657,24.668898794
Lhx6,0,12.924214643,15.069482723,25.894591428,0
Lias,11.676895627,0,0,0,0
Lifr,0,-15.88421201,-13.94636752,-12.13182819,-14.50451869
Lig1,0,0,0,21.556454782,38.875073075
Lilra5,-10.87136136,0,-13.45874388,0,0
Lilra6,13.843206308,0,43.565984989,36.118922423,17.643899786
Lilrb4a,0,45.837816578,76.350124359,65.118075465,45.552726799
Limch1,13.955877098,-27.63832135,-40.19711047,-21.41282129,-15.63582392
Limd2,0,-7.203387736,0,0,0
Lime1,3.3216754917,0,0,-11.51948391,40.361275436
Limk1,12.23169771,0,0,0,0
Lims1,-10.90208186,0,0,0,0
Lims2,-10.08353198,-4.772091471,0,-13.50495448,-26.65180029
Lin7c,22.315229688,-2.258495444,-14.03708877,-1.325356429,-4.224781099
Lin9,0,-3.259566637,0,18.398814864,35.460798679
Lin52,0,0,0,0,-13.94462665
Lingo4,0,0,0,-10.76848426,0
Lipe,0,12.071374091,23.832617806,3.9246002853,0
Lipf,-21.0551474,0,0,0,0
Lipg,0,0,34.053452904,0,0
Liph,0,0,0,13.294353264,0
Litaf,0,28.724096451,48.152882673,29.792119691,21.582656252
Lix1l,0,0,0,8.1944487227,0
Lman1,0,0,21.257519992,35.121909796,25.249009934
Lmbr1,0,-7.670201301,-12.07204566,0,-9.009743379
Lmbrd1,0,12.59148569,-3.690948492,-16.7144212,-19.99848005
Lmcd1,0,0,0,0,-11.79193292
Lmf1,-5.37041976,0,0,0,0
Lmna,0,0,0,14.194479418,11.37660942
Lmnb1,0,0,0,18.290841841,61.770839847
Lmnb2,-22.79838742,0,0,19.484682042,26.397969774
Lmo1,0,11.260463521,0,0,0
Lmo4,0,8.6583958107,13.744115108,0,0
Lmo7,0,-5.450047462,16.960881606,-4.25541957,-7.940657567
Lmod1,0,0,0,0,-20.88714819
Lmod3,-27.11099511,0,0,0,0
Lmtk2,0,-2.467269201,0,0,0
Lncpint,0,0,-12.64617229,-28.83613034,-29.40684378
Lnpep,9.5181530217,28.280392111,28.613239201,8.6735896289,11.236345468
Lnpk,8.09619576,0,0,0,0
Lnx1,0,0,0,-14.99535524,-22.34911761
Lnx2,0,-10.41668362,0,0,0
LOC269472,-10.87136136,0,0,0,0
LOC381508,0,24.581427763,23.447497915,0,0
LOC544818,0,24.752660905,44.803853664,0,0
LOC675467,0,18.492010702,20.185096805,0,0
LOC676708,0,0,29.434316428,37.225770118,0
LOC105244007,-9.135323372,0,0,0,0
Lockd,0,-14.45294649,-10.12795605,29.053203897,78.553218343
Lonp1,-7.609516157,0,0,0,0
Lonp2,11.058179293,-7.762149753,0,0,0
Lonrf1,0,0,-14.64352385,0,0
Lonrf3,0,0,10.85379763,11.237635477,5.8241442813
Lor,-13.31799101,0,0,0,0
Lox,0,13.546291638,25.906460917,39.658896988,33.760184049
Loxl1,8.5725062583,0,0,14.225324971,0
Loxl2,-13.31799101,0,7.7783232537,25.229945136,28.44933899
Loxl3,0,0,7.910993615,0,0
Lpar1,-15.51166788,12.916178782,23.035374655,17.058497822,0
Lpar3,0,0,-22.1842626,-30.21521031,-29.12826601
Lpar4,0,0,-12.05410183,0,0
Lpar5,13.868086758,0,0,0,0
Lpar6,13.955877098,0,0,0,0
Lpcat1,0,-17.34803319,-35.8637514,-29.56613984,0
Lpcat2,0,12.823452407,12.884723532,17.713101171,22.836784675
Lpgat1,3.0125644867,4.1072115767,-8.812862537,0,0
Lpin1,0,-0.509670271,-15.78830668,-29.41459494,-24.44363903
Lpin2,26.18152051,22.136484303,10.348876124,-17.10351193,-19.20532977
Lpl,-15.51166788,0,0,0,0
Lpp,0,1.3059897907,10.068770898,0,0
Lppos,9.9987201633,0,-12.66450194,0,0
Lpxn,0,18.812610037,51.737658285,50.035800722,50.782284164
Lrat,0,-19.99155615,-64.60848571,-46.78767541,-35.82257667
Lrba,0,-10.14387973,0,0,0
Lrch1,0,9.8404888453,0,-13.46356109,-13.36929137
Lrch4,10.494721155,0,0,0,14.765669911
Lrg1,0,0,22.568468331,17.696223928,17.726762165
Lrig1,0,0,-8.359147505,0,0
Lrig2,0,-9.355458798,0,0,-9.500663718
Lrig3,0,-3.760466789,0,-15.10002386,-13.48230648
Lrmp,24.326096057,0,0,0,38.819021997
Lrp1,0,0,13.968794123,11.680325288,0
Lrp2,-3.883071708,-26.35885294,-33.82220831,-18.18815214,0
Lrp3,0,5.330784488,0,0,0
Lrp4,0,-5.705667557,-12.84626293,0,0
Lrp5,-15.0578825,0,0,0,-10.11651718
Lrp6,0,-12.45645949,-20.53277893,-12.67383047,0
Lrp8,0,24.749817415,22.130693426,0,24.679806956
Lrp11,0,0,9.0112577384,0,0
Lrp12,0,0,0,0,8.7246092967
Lrr1,0,0,0,50.066109239,84.697002877
Lrrc1,25.129925862,-5.70681642,-12.48269723,-14.89726049,-12.01690592
Lrrc4,0,25.842404323,46.818193811,0,22.776380115
Lrrc4c,0,0,0,-13.22199544,-12.87441021
Lrrc8b,20.015777387,0,-13.4960328,0,0
Lrrc8c,38.31571124,0,0,10.133193358,9.5498514763
Lrrc8e,15.668872843,0,0,0,-5.850238985
Lrrc17,0,-21.78300714,-57.64527826,-22.87914058,-16.45152017
Lrrc23,0,0,-20.24486967,0,0
Lrrc25,27.947883977,26.951054133,64.467141505,65.606821727,44.891829978
Lrrc26,-14.25207938,-18.95010762,-19.36152808,-22.82210846,-19.26091672
Lrrc28,0,-6.960177187,0,0,0
Lrrc36,0,0,0,0,-9.900845719
Lrrc38,-11.05817929,0,0,0,0
Lrrc40,0,9.8212234617,0,15.287527366,11.94716783
Lrrc41,11.819827998,0,0,0,0
Lrrc46,0,-0.893450198,0,0,0
Lrrc49,0,12.558798825,0,0,0
Lrrc51,11.883541295,0,0,-11.92257282,-11.74671595
Lrrc56,0,0,-10.24606643,0,0
Lrrc58,-14.23892923,-5.940410496,-16.70153931,0,-11.51783223
Lrrc59,-12.99322274,0,25.665406608,21.982938304,12.328337309
Lrrc63,0,15.491036744,0,0,0
Lrrc71,0,0,0,-9.581716789,-14.40111854
Lrrc73,-8.572506258,0,0,0,0
Lrrc74b,0,-8.74623724,-22.61547962,-20.77026059,-21.05780151
Lrrc75a,-8.572506258,0,0,0,0
Lrrc75b,0,0,-12.48020368,0,0
Lrrcc1,0,2.6420387569,-7.769527518,0,0
Lrrfip1,0,0,0,0,2.4975731974
Lrrfip2,0,-7.132206519,0,0,-10.86049363
Lrriq1,0,0,0,-11.37225336,-12.12037669
Lrrk1,14.238929233,0,0,0,0
Lrrk2,0,15.112072303,0,0,-14.93123619
Lrrn2,0,0,-24.89181844,-10.59976636,0
Lrrn3,0,-25.50884465,-52.19987431,-29.84855168,-30.50000122
Lrrn4,0,-16.69916731,0,0,0
Lrrn4cl,-10.90208186,0,0,0,0
Lrtm2,12.863258418,0,0,0,-16.60169107
Lsm1,0,0,0,0,8.8047830281
Lsm2,0,0,0,18.766589435,29.369107274
Lsm3,0,0,0,10.607448486,14.045742804
Lsm4,0,0,0,0,10.239619776
Lsm5,0,0,0,0,17.856637507
Lsm6,0,0,0,0,10.836299385
Lsm11,0,0,0,22.382869718,39.743430152
Lsm12,0,11.472757678,8.4550305708,0,12.684231738
Lsm14b,0,-6.53460255,0,0,0
Lsp1,15.372601105,0,0,0,19.932599807
Lss,12.863258418,-4.648793845,0,-23.84330488,-22.40616703
Lst1,15.573995165,23.903899793,53.360721246,54.398423575,30.450105051
Lta,0,0,14.134908696,0,33.552086472
Lta4h,0,14.551098809,0,0,0
Ltb,0,0,0,0,27.778966246
Ltb4r1,15.0578825,0,0,0,0
Ltbp1,0,25.912246288,30.459706766,8.9511853509,0
Ltbp2,11.443271128,0,-25.16839824,-8.425654513,0
Ltbp3,0,-8.400654607,-30.03413717,-15.02588024,0
Ltbp4,7.0989047817,0,-38.21682747,-47.97480618,-48.06511158
Ltc4s,0,0,-26.01175572,0,0
Ltf,-16.559362,0,0,0,0
Ltn1,0,-2.115231025,0,0,0
Luc7l2,0,0,0,-17.07581301,-6.74230282
Luc7l3,0,-7.923011928,0,-9.124907429,0
Lum,-23.46257987,-2.506514321,0,0,0
Lurap1,0,0,-15.50392084,-20.57676169,-18.3313441
Lurap1l,-12.12597432,-19.10196633,-30.85769664,-31.40079693,-24.77036632
Luzp1,-15.26615006,0,0,0,0
Lxn,0,-12.53105977,-19.9325207,0,0
Ly6a,0,20.731474009,48.457238599,26.424557769,0
Ly6c1,0,0,54.258125946,34.126453177,15.438208935
Ly6c2,0,0,25.266051407,13.841722134,0
Ly6e,0,16.913084571,36.687075679,26.199384469,0
Ly6f,0,0,43.243935507,49.291110272,0
Ly6g6d,0,-22.1783208,-26.99957094,-13.38170171,0
Ly6g6e,-8.572506258,-13.43886012,0,0,0
Ly6i,0,20.264899041,61.389438765,35.672331014,19.346258274
Ly9,0,0,21.647521689,25.014074007,44.067676594
Ly75,-13.55167797,0,11.968461251,0,7.9624655873
Ly86,0,21.539907876,34.977200667,45.317134874,38.431769247
Ly96,0,0,19.368727532,16.227521466,0
Lyn,0,0,14.402348285,0,0
Lypd2,-12.23169771,0,-14.02638884,-28.39335999,0
Lypd6,15.781034983,0,0,-13.83107459,-14.47563361
Lypd8,0,0,63.824255226,43.668700154,0
Lypla1,0,10.559316711,0,0,9.1318114073
Lyplal1,0,0,-11.02256627,0,0
Lyrm9,7.6095161567,0,-25.05721331,-14.71204225,12.767284582
Lysmd1,0,-4.869608063,0,0,0
Lysmd3,-21.55290045,0,0,0,0
Lyst,0,4.1886132339,0,0,0
Lyve1,14.727627262,0,36.649638391,15.542596484,0
Lyz1,12.852545318,-24.48204535,-23.15777978,-21.82865598,-18.41172376
Lyz2,0,-32.63383382,-30.82740276,-21.39661115,-24.36236361
Lyzl4,0,0,-11.30324185,-19.19809615,-15.39608198
Lzic,0,0,0,14.237573426,13.481927261
Lztfl1,-10.08353198,3.546407908,0,0,0
Lztr1,0,0,-11.46680448,0,0
Lzts1,-14.82779483,-17.55812486,-15.236661,0,0
Lzts2,0,0,0,0,-7.89121145
Lzts3,0,-4.140348718,0,0,-11.134174
M6pr,24.04954135,0,0,0,0
Maats1,-10.08353198,0,0,0,-13.17515461
Mab21l3,15.927320452,20.486272243,19.099709199,0,0
Macc1,0,0,0,0,-10.0389482
Macf1,0,-8.390419403,-35.7872172,-19.50569219,-17.90429881
Macrod1,12.852545318,-1.802025113,-27.93340145,-25.0702496,-22.62913159
Mad2l1,0,-5.519533494,0,43.947617992,68.710568975
Mad2l2,0,0,15.818060758,17.915341141,0
Madd,0,-8.815014917,0,-10.63605104,0
Maea,15.159867458,0,0,0,0
Maf,-3.402375262,-7.587273131,7.1586194726,11.564235331,13.386205828
Maf1,0,0,-11.43414803,-10.57802783,0
Mafb,0,0,31.594559977,41.676615561,41.466294517
Maff,0,36.252651469,45.844808295,16.003343889,0
Mafg,-10.08353198,0,7.5882199609,0,0
Mafk,0,22.348302455,38.791153686,0,0
Mag,-9.56524068,0,0,0,0
Magef1,-14.42501875,0,0,0,0
Magi1,0,-11.357188,-16.19404923,-23.78060703,-12.14020642
Magi2,0,-10.84256897,-24.48737416,-27.12275597,-10.94795072
Magi3,0,0,-5.676882999,0,0
Magix,0,-8.390645582,-18.0695833,-15.86102177,0
Magohb,0,0,0,8.0611202646,16.812164397
Magt1,11.443271128,0,0,0,0
Maip1,0,0,8.5860049017,7.9468529129,0
Majin,0,17.879595661,44.066647034,0,0
Mak,0,0,0,0,-15.06673232
Mak16,0,10.53394647,11.030713122,11.349303863,0
Mal,0,0.153147552,0,0,0
Mal2,0,0,-16.46512664,-13.75609294,0
Malat1,34.800004067,-14.92965893,0,-20.46414815,-15.945289
Malt1,37.604368505,32.476302285,15.035437033,0,16.041547305
Mamdc2,0,-21.67959284,-61.89728635,-30.70442559,-29.73703017
Maml2,0,-16.85897329,0,0,-8.339614037
Maml3,0,0,0,0,-11.12580648
Mamstr,0,-6.263406675,0,10.707813514,0
Man1a,28.172569937,-6.952959914,-11.21712711,0,2.4433929953
Man1a2,21.894313805,0,0,0,0
Man1c1,0,-8.336311297,0,0,0
Man2a1,0,13.286974511,8.7152604283,0,0
Man2a2,21.41809993,-9.987337618,-32.39085899,0,0
Man2b1,9.1353233717,0,0,0,0
Manba,0,-8.980168159,-12.66740388,0,0
Manf,14.252079378,0,26.832012332,15.320065948,0
Maoa,0,-8.873368528,-24.17206676,0,0
Maob,0,-19.67062822,-31.88786018,-27.4465358,-25.24127381
Map1a,0,-11.6890607,0,0,0
Map1b,-11.41787125,0,0,0,-9.190380557
Map1lc3a,-24.05566579,0,-14.42264223,-18.24608926,0
Map1lc3b,0,-7.841341225,-13.89055109,-16.9847497,-14.09764718
Map1s,10.902081862,0,0,0,0
Map2,0,0,0,0,14.459699519
Map2k1,0,14.205274013,21.574436282,0,0
Map2k6,0,-7.190420715,-36.63101467,-15.055321,0
Map3k2,0,-12.33428872,-12.97265369,-13.11562852,0
Map3k3,8.5772709183,0,0,-7.590426258,0
Map3k4,0,-34.54763696,-13.87164726,-8.814366334,0
Map3k5,0,0,0,0,-6.835656906
Map3k6,0,0,29.038205261,0,0
Map3k8,0,21.908952317,26.268286888,14.378070356,0
Map3k9,0,0,-14.44665109,10.381042267,-1.199696754
Map3k10,1.9222148967,0,0,0,0
Map3k12,0,-0.466634006,-9.243314956,0,0
Map3k13,0,14.664933512,0,-12.54221047,-10.60044779
Map3k14,0,0,8.8042243595,0,0
Map3k20,0,0.217514841,-5.312856253,-13.21817553,-13.9354723
Map3k21,0,6.2476055887,0,0,-10.42347255
Map4k1,14.926798978,0,0,0,26.268197347
Map4k2,11.819827998,0,0,0,-14.23194624
Map4k3,0,-1.381948435,0,0,-10.75529512
Map4k5,0,0,0,0,-9.523767688
Map6,0,0,0,5.1564211226,0
Map7,0,0,-14.03057164,-27.60522336,-24.76321895
Map10,0,6.1182068647,0,0,0
Mapk1,0,0.1313836441,-4.374123998,0,0
Mapk1ip1,0,0,-10.27318382,-11.86093763,-17.7766746
Mapk1ip1l,0,-0.000814419,12.928613729,8.0641420003,0
Mapk3,0,-9.361553997,-22.72371385,0,0
Mapk6,0,16.969065239,14.781404793,10.615575838,9.1502806987
Mapk8,-9.518153022,-21.29618213,0,-7.978248268,-5.200120674
Mapk8ip1,0,0,0,0,-10.10216889
Mapk8ip3,0,0,0,0,-10.53563584
Mapk9,0,0,9.366425249,0,0
Mapk10,-7.609516157,0,0,0,0
Mapk11,0,0,0,9.7845043876,0
Mapk12,8.09619576,0,-8.101737797,-14.48684055,-23.97083398
Mapk15,0,0,0,0,-10.20636969
Mapkap1,-10.17662551,-5.879466485,0,0,0
Mapkapk2,0,4.14512855,11.271734371,0,0
Mapkapk3,0,0,0,0,13.883196016
Mapre1,0,0,-6.238098266,0,0
Mapre2,0,-9.993328312,-17.11453471,-21.72383324,-13.46776561
Mapt,10.03774191,-5.315992753,-33.01441421,-32.26268762,-38.39792502
March 1,0,0,26.086913247,18.781710264,0
March2,0,-2.202377281,0,-11.79586341,0
March3,0,5.91067391,9.9502405499,0,0
March5,0,29.174350769,41.685844621,13.237731309,0
March6,0,6.061798904,0,0,-7.075015931
Marcksl1,15.296413908,43.562191391,51.114916429,29.164966885,27.247281414
Marco,0,0,21.745681668,0,0
Marf1,19.668982968,-22.67578008,-11.57634169,-14.31658169,0
Mark1,0,0,12.680086802,0,0
Mars,0,0,15.857433791,11.991800715,0
Marveld1,0,-10.93659454,-20.00722951,-21.25769911,-22.72037303
Marveld2,0,-0.597815131,0,-10.10795652,-6.879674258
Marveld3,0,9.296238228,13.880398126,0,0
Masp1,0,0,13.662989717,0,-14.95424526
Mast1,9.56524068,-9.139974406,-8.866430584,-11.49322695,0
Mast3,0,-8.320767815,0,0,0
Mast4,0,-9.207244574,0,0,0
Mastl,0,4.64253412,0,53.420969659,79.318144178
Mat1a,-13.99384271,0,0,0,0
Mat2a,32.203760762,-4.164166566,0,-14.86747254,-15.49930861
Mat2b,0,-4.276785577,0,-7.457724825,0
Matn2,-12.86325842,0,0,0,0
Matn4,0,0,-28.64318074,-20.9646572,0
Matr3,43.514369648,0,0,0,0
Mau2,8.5772709183,0,0,0,0
Max,0,0,10.978318731,0,0
Maz,9.5181530217,0,0,0,13.59875341
Mb,0,0,0,-46.89677281,-52.92899008
Mb21d1,0,36.088340087,40.944381594,45.92028789,26.768250771
Mb21d2,-9.135323372,0,0,0,0
Mbd1,49.36044026,32.170205708,62.209091732,0,0
Mbd2,11.883541295,8.3875363773,13.997611939,0,0
Mbd3,23.473292965,0,0,0,0
Mbd4,-4.237779127,0,0,0,0
Mblac2,0,-18.27513359,-23.71709748,-23.21853841,-14.26210556
Mbnl1,11.443271128,-9.281054097,-8.213838429,-10.54155513,0
